batch,train_loss,train_accuracy
1.0,2.2997829914093018,0.12409324600323966
2.0,2.2977805137634277,0.12592436087048384
3.0,2.2974743843078613,0.12592436087048384
4.0,2.297206163406372,0.12592436087048384
5.0,2.297295331954956,0.12592436087048384
6.0,2.296861410140991,0.12592436087048384
7.0,2.2965445518493652,0.12592436087048384
8.0,2.296013355255127,0.12592436087048384
9.0,2.2957394123077393,0.12592436087048384
10.0,2.294914484024048,0.12592436087048384
11.0,2.2934701442718506,0.1266990633143179
12.0,2.293367624282837,0.12824846820198604
13.0,2.2911534309387207,0.12972744559476018
14.0,2.287064790725708,0.13360095781393055
15.0,2.279540777206421,0.13536164518628072
16.0,2.2622408866882324,0.14937671667018804
17.0,2.044020414352417,0.2391717726600465
18.0,1.392108678817749,0.45707444186210294
19.0,0.9226221442222595,0.6604690471159941
20.0,0.6536085605621338,0.7672371293753081
21.0,0.5196208953857422,0.8131558560462004
22.0,0.441261351108551,0.8438622438199873
23.0,0.4012897312641144,0.8577364603141067
24.0,0.36833491921424866,0.8694978519614057
25.0,0.3493438959121704,0.8753433340376083
26.0,0.31920233368873596,0.882738221001479
27.0,0.2915721535682678,0.8952743150926121
28.0,0.2858928442001343,0.8992182548066765
29.0,0.2729826867580414,0.9009789421790267
30.0,0.26238876581192017,0.9076695541939573
31.0,0.2554752826690674,0.9059088668216072
32.0,0.24533428251743317,0.9138671737446299
33.0,0.23339593410491943,0.9129516163110079
34.0,0.21921449899673462,0.9225297556165927
35.0,0.21517328917980194,0.9226706106063808
36.0,0.21652981638908386,0.9202760757799845
37.0,0.2084704041481018,0.925487710402141
38.0,0.19419561326503754,0.9306289175294035
39.0,0.19145098328590393,0.9283752376927953
40.0,0.19911515712738037,0.9271779702795971
41.0,0.17404437065124512,0.9373899570392281
42.0,0.17872853577136993,0.9364743996056061
43.0,0.17132417857646942,0.9378125220085921
44.0,0.16407959163188934,0.9387280794422143
45.0,0.16719210147857666,0.9400662018452004
46.0,0.16298067569732666,0.9408409042890344
47.0,0.16023488342761993,0.9419677442073385
48.0,0.14972351491451263,0.946545531375449
49.0,0.14785702526569366,0.9460525389111909
50.0,0.14486470818519592,0.9466863863652369
51.0,0.14136360585689545,0.9511233185435594
52.0,0.14076963067054749,0.9504190435946194
53.0,0.14096008241176605,0.9478836537784351
54.0,0.13263462483882904,0.9521093034720755
55.0,0.1332593709230423,0.9528840059159096
56.0,0.1272086203098297,0.9536587083597436
57.0,0.12545257806777954,0.9542221283188957
58.0,0.12669838964939117,0.9553489682371998
59.0,0.11984450370073318,0.957320938094232
60.0,0.11894435435533524,0.9559828156912459
61.0,0.11657506972551346,0.9603493203746742
62.0,0.11485393345355988,0.9592224804563702
63.0,0.11070699989795685,0.9597154729206282
64.0,0.10682491213083267,0.9618987252623424
65.0,0.10531304031610489,0.9627438552010705
66.0,0.1042051762342453,0.9623212902317064
67.0,0.10486273467540741,0.9627438552010705
68.0,0.09899599105119705,0.9651383900274667
69.0,0.10024140030145645,0.9635889851397986
70.0,0.09758088737726212,0.9666877949151349
71.0,0.09886966645717621,0.9651383900274667
72.0,0.09285462647676468,0.9661948024508769
73.0,0.09202099591493607,0.9662652299457708
74.0,0.09429346770048141,0.9676033523487569
75.0,0.09571090340614319,0.9660539474610889
76.0,0.09566251933574677,0.9652792450172547
77.0,0.08582345396280289,0.968871047256849
78.0,0.09104974567890167,0.9674624973589689
79.0,0.08844801783561707,0.9672512148742869
80.0,0.08526197075843811,0.9695753222057891
81.0,0.08611665666103363,0.9692231847313191
82.0,0.08536086231470108,0.9699274596802592
83.0,0.07705466449260712,0.9729558419607015
84.0,0.08341067284345627,0.9707725896189873
85.0,0.08033832907676697,0.9711247270934573
86.0,0.07812374830245972,0.9728149869709134
87.0,0.07992105185985565,0.9721811395168674
88.0,0.08215274661779404,0.9714768645679274
89.0,0.077916719019413,0.9735192619198535
90.0,0.07945021241903305,0.9723924220015494
91.0,0.08012954890727997,0.9723219945066554
92.0,0.07915379852056503,0.9712655820832453
93.0,0.07726585119962692,0.9733079794351714
94.0,0.07416847348213196,0.9742235368687936
95.0,0.07694268226623535,0.9728854144658075
96.0,0.0777243822813034,0.9726741319811254
97.0,0.07610075920820236,0.9721107120219734
98.0,0.07723701745271683,0.9722515670117614
99.0,0.07800335437059402,0.9721107120219734
100.0,0.07401705533266068,0.9738009718994295
