batch,train_loss,train_accuracy
1.0,2.28855562210083,0.127685048242834
2.0,2.275885581970215,0.14824987675188395
3.0,2.216634750366211,0.18797098387210368
4.0,2.0025289058685303,0.23128389323191775
5.0,1.7261472940444946,0.3000915557433622
6.0,1.4892369508743286,0.36227903373477005
7.0,1.3511106967926025,0.41340939502781887
8.0,1.13148832321167,0.5712374110852877
9.0,0.8069794178009033,0.7121628283681949
10.0,0.5683739185333252,0.8038594267201916
11.0,0.4642661213874817,0.8325234171420522
12.0,0.41314905881881714,0.851750123248116
13.0,0.37215912342071533,0.8649904922881894
14.0,0.3380184471607208,0.8770335939150644
15.0,0.3119640052318573,0.8879498556236355
16.0,0.3000181019306183,0.8906965279245017
17.0,0.29009726643562317,0.8928093527713219
18.0,0.26575925946235657,0.9033734770054229
19.0,0.2558389902114868,0.9070357067399113
20.0,0.2461334764957428,0.9105570814846116
21.0,0.23693914711475372,0.91457144869357
22.0,0.2292899340391159,0.9186562433974224
23.0,0.2223067730665207,0.9192900908514684
24.0,0.22322528064250946,0.9203465032748785
25.0,0.2162497192621231,0.9215437706880766
26.0,0.19588333368301392,0.9304880625396155
27.0,0.19315384328365326,0.9327417423762236
28.0,0.18642233312129974,0.9318261849426016
29.0,0.18485936522483826,0.9349954222128319
30.0,0.1805223822593689,0.9336572998098458
31.0,0.16124983131885529,0.9430241566307487
32.0,0.15701603889465332,0.9418268892175505
33.0,0.16889438033103943,0.9402070568349884
34.0,0.15749086439609528,0.9421085991971265
35.0,0.15601517260074615,0.9421085991971265
36.0,0.14350053668022156,0.9487287837171632
37.0,0.14092908799648285,0.9495739136558913
38.0,0.138839989900589,0.9498556236354673
39.0,0.13449743390083313,0.9545742657933657
40.0,0.13867789506912231,0.9495034861609972
41.0,0.12710456550121307,0.9544334108035777
42.0,0.1282169222831726,0.9544334108035777
43.0,0.12530525028705597,0.9540108458342137
44.0,0.12312253564596176,0.9557011057116699
45.0,0.11167818307876587,0.9606310303542503
46.0,0.1195189356803894,0.9564758081555039
47.0,0.1131882518529892,0.9595746179308402
48.0,0.11041423678398132,0.9612648778082964
49.0,0.11360359191894531,0.957884358053384
50.0,0.10589993000030518,0.9628847101908585
51.0,0.10045522451400757,0.9640819776040567
52.0,0.09723024070262909,0.9645749700683147
53.0,0.0983315035700798,0.9640819776040567
54.0,0.09397919476032257,0.967039932389605
55.0,0.09259700030088425,0.9666877949151349
56.0,0.08710909634828568,0.9669695048947109
57.0,0.08705569058656693,0.968096344813015
58.0,0.08512777090072632,0.9699978871751532
59.0,0.08366528153419495,0.9697866046904712
60.0,0.07970810681581497,0.9717585745475034
61.0,0.07949651032686234,0.9718994295372914
62.0,0.08101210743188858,0.9711247270934573
63.0,0.0759243294596672,0.9720402845270794
64.0,0.07035903632640839,0.9754208042819917
65.0,0.06707492470741272,0.9767589266849778
66.0,0.07028776407241821,0.9735896894147475
67.0,0.07304596900939941,0.9733784069300655
68.0,0.06377610564231873,0.9766884991900838
69.0,0.06181241199374199,0.9775336291288119
70.0,0.05881807580590248,0.978590041552222
71.0,0.06047794595360756,0.9778153391083879
72.0,0.060849323868751526,0.978308331572646
73.0,0.05901798605918884,0.97943517149095
74.0,0.054992832243442535,0.9804915839143602
75.0,0.05621739476919174,0.9799281639552081
76.0,0.053912170231342316,0.9801394464398901
77.0,0.05133409798145294,0.9824635537713924
78.0,0.05121913552284241,0.9823931262764983
79.0,0.054096519947052,0.9810550038735122
80.0,0.05128426477313042,0.9822522712867103
81.0,0.05248459801077843,0.9821114162969223
82.0,0.04802652820944786,0.9840833861539545
83.0,0.04551340639591217,0.9831678287203324
84.0,0.047383762896060944,0.9826748362560743
85.0,0.046192675828933716,0.9835199661948024
86.0,0.047818999737501144,0.9837312486794845
87.0,0.04328063130378723,0.9852806535671527
88.0,0.04418357461690903,0.9850693710824706
89.0,0.0426204577088356,0.9859145010211987
90.0,0.04266674444079399,0.9854215085569407
91.0,0.04315726086497307,0.9845059511233185
92.0,0.04129760339856148,0.9864074934854568
93.0,0.04086822271347046,0.9859145010211987
94.0,0.04525754973292351,0.9845763786182126
95.0,0.0381392203271389,0.9871117684343967
96.0,0.04238287732005119,0.9864779209803507
97.0,0.040305595844984055,0.9864779209803507
