epoch,batch,train_loss,train_accuracy
1,1,2.2883565,0.125
1,1,2.2833314,0.09375
1,1,2.2971377,0.125
1,1,2.3033626,0.21875
1,1,2.299559,0.125
1,1,2.327316,0.0625
1,1,2.2795494,0.25
1,1,2.3068032,0.15625
1,1,2.3208396,0.09375
1,1,2.267959,0.0625
1,1,2.310738,0.0625
1,1,2.293261,0.09375
1,1,2.298825,0.09375
1,1,2.3093903,0.03125
1,1,2.2941587,0.125
1,1,2.2923408,0.1875
1,1,2.3033538,0.09375
1,1,2.307844,0.0625
1,1,2.2866569,0.15625
1,1,2.2948706,0.1875
1,1,2.2848504,0.15625
1,1,2.3031619,0.15625
1,1,2.2829032,0.1875
1,1,2.3221145,0.0
1,1,2.2890282,0.09375
1,1,2.289897,0.15625
1,1,2.282872,0.21875
1,1,2.266738,0.1875
1,1,2.2868512,0.15625
1,1,2.3229256,0.09375
1,1,2.2677026,0.1875
1,1,2.3194852,0.03125
1,1,2.3063817,0.09375
1,1,2.2798052,0.09375
1,1,2.292626,0.1875
1,1,2.3244479,0.09375
1,1,2.312692,0.03125
1,1,2.2949982,0.125
1,1,2.2730107,0.125
1,1,2.2629344,0.21875
1,1,2.2883325,0.1875
1,1,2.2860029,0.1875
1,1,2.300441,0.15625
1,1,2.296322,0.125
1,1,2.2928953,0.125
1,1,2.3044052,0.125
1,1,2.2878432,0.15625
1,1,2.2632625,0.1875
1,1,2.3276973,0.0625
1,1,2.2783177,0.1875
1,1,2.2994668,0.09375
1,1,2.2887402,0.09375
1,1,2.2953901,0.0625
1,1,2.3018677,0.15625
1,1,2.3078644,0.0625
1,1,2.2934532,0.09375
1,1,2.2953703,0.09375
1,1,2.2496963,0.28125
1,1,2.3004494,0.09375
1,1,2.3231583,0.09375
1,1,2.2969055,0.1875
1,1,2.2861786,0.125
1,1,2.292009,0.09375
1,1,2.2768602,0.1875
1,1,2.3060634,0.0625
1,1,2.3151715,0.0625
1,1,2.2769654,0.15625
1,1,2.3082266,0.03125
1,1,2.301812,0.0625
1,1,2.3127227,0.09375
1,1,2.331066,0.0625
1,1,2.3266363,0.0625
1,1,2.265538,0.1875
1,1,2.3072624,0.09375
1,1,2.2923586,0.09375
1,1,2.295538,0.0625
1,1,2.2822115,0.15625
1,1,2.2965696,0.09375
1,1,2.2864168,0.125
1,1,2.3112824,0.125
1,1,2.2937121,0.09375
1,1,2.301604,0.09375
1,1,2.2956622,0.0625
1,1,2.29877,0.15625
1,1,2.2914715,0.09375
1,1,2.2760773,0.3125
1,1,2.2723157,0.25
1,1,2.269527,0.21875
1,1,2.2906966,0.15625
1,1,2.3088584,0.125
1,1,2.3358266,0.15625
1,1,2.3090904,0.15625
1,1,2.2830634,0.21875
1,1,2.309124,0.125
1,1,2.2845895,0.125
1,1,2.2788131,0.09375
1,1,2.3094869,0.0625
1,1,2.3041158,0.09375
1,1,2.2904072,0.15625
1,1,2.3177812,0.09375
1,1,2.3574598,0.0
2,2,2.3006167,0.15625
2,2,2.2927773,0.1875
2,2,2.281382,0.15625
2,2,2.2950947,0.1875
2,2,2.3422809,0.03125
2,2,2.3326695,0.0625
2,2,2.2971268,0.125
2,2,2.2848651,0.15625
2,2,2.2865598,0.1875
2,2,2.30224,0.09375
2,2,2.3142428,0.0625
2,2,2.301462,0.0625
2,2,2.2974768,0.125
2,2,2.2943058,0.125
2,2,2.3047838,0.125
2,2,2.3171506,0.03125
2,2,2.284101,0.0625
2,2,2.28069,0.1875
2,2,2.3010483,0.09375
2,2,2.292146,0.125
2,2,2.2866313,0.15625
2,2,2.300215,0.125
2,2,2.3195345,0.09375
2,2,2.2998836,0.09375
2,2,2.2869227,0.125
2,2,2.2896724,0.15625
2,2,2.2746222,0.15625
2,2,2.285907,0.1875
2,2,2.275584,0.1875
2,2,2.326648,0.0
2,2,2.2982934,0.125
2,2,2.2954874,0.09375
2,2,2.2825637,0.125
2,2,2.2837484,0.15625
2,2,2.2892704,0.21875
2,2,2.2970235,0.125
2,2,2.2925625,0.1875
2,2,2.2842946,0.1875
2,2,2.2884417,0.21875
2,2,2.2592432,0.21875
2,2,2.3009105,0.09375
2,2,2.300661,0.15625
2,2,2.3051946,0.125
2,2,2.3130183,0.03125
2,2,2.322639,0.0625
2,2,2.2955327,0.09375
2,2,2.3130374,0.03125
2,2,2.272433,0.1875
2,2,2.2948163,0.125
2,2,2.2674143,0.21875
2,2,2.3229585,0.03125
2,2,2.3074994,0.15625
2,2,2.2863748,0.09375
2,2,2.3226826,0.03125
2,2,2.2931142,0.1875
2,2,2.2277336,0.34375
2,2,2.2976747,0.09375
2,2,2.2994149,0.15625
2,2,2.2848454,0.125
2,2,2.2711327,0.21875
2,2,2.3041608,0.09375
2,2,2.2957468,0.15625
2,2,2.2742474,0.15625
2,2,2.3165283,0.0625
2,2,2.2644324,0.1875
2,2,2.3021827,0.15625
2,2,2.2683709,0.1875
2,2,2.288851,0.125
2,2,2.2843502,0.125
2,2,2.2724593,0.1875
2,2,2.2637029,0.1875
2,2,2.3034585,0.0625
2,2,2.2969475,0.0625
2,2,2.2433174,0.21875
2,2,2.2670028,0.15625
2,2,2.2126007,0.25
2,2,2.2054422,0.3125
2,2,2.3273284,0.0625
2,2,2.246913,0.21875
2,2,2.272125,0.125
2,2,2.2726314,0.125
2,2,2.2555528,0.1875
2,2,2.3376951,0.0625
2,2,2.2677567,0.1875
2,2,2.3131678,0.0625
2,2,2.2837253,0.1875
2,2,2.2968652,0.1875
2,2,2.3588045,0.09375
2,2,2.3664849,0.0
2,2,2.3030736,0.125
2,2,2.3314574,0.0625
2,2,2.2419288,0.15625
2,2,2.256152,0.15625
2,2,2.2053711,0.3125
2,2,2.285298,0.1875
2,2,2.3097446,0.0625
2,2,2.305155,0.1875
2,2,2.3118923,0.09375
2,2,2.2260244,0.21875
2,2,2.272232,0.125
2,2,2.278919,0.15625
2,2,2.3137462,0.0625
2,2,2.3868456,0.0
2,2,2.2654266,0.09375
2,2,2.2750847,0.15625
2,2,2.2950182,0.09375
2,2,2.3462205,0.125
2,2,2.2989447,0.03125
2,2,2.2660449,0.21875
2,2,2.26501,0.21875
2,2,2.3228343,0.09375
2,2,2.276762,0.15625
2,2,2.3287036,0.0625
2,2,2.270552,0.15625
2,2,2.3073058,0.125
2,2,2.2553184,0.1875
2,2,2.306319,0.09375
2,2,2.316814,0.0625
2,2,2.2415893,0.21875
2,2,2.2903144,0.15625
2,2,2.3283398,0.0625
2,2,2.2674346,0.09375
2,2,2.282508,0.09375
2,2,2.2504423,0.1875
2,2,2.2765093,0.15625
2,2,2.2950122,0.125
2,2,2.334099,0.09375
2,2,2.276024,0.15625
2,2,2.2920175,0.09375
2,2,2.3087497,0.0625
2,2,2.2824528,0.125
2,2,2.316959,0.09375
2,2,2.2808077,0.125
2,2,2.2790186,0.09375
2,2,2.3034723,0.09375
2,2,2.2800198,0.1875
2,2,2.284674,0.15625
2,2,2.290471,0.21875
2,2,2.2881835,0.09375
2,2,2.272407,0.15625
2,2,2.3219569,0.09375
2,2,2.2917466,0.09375
2,2,2.3016944,0.1875
2,2,2.2708778,0.21875
2,2,2.29097,0.15625
2,2,2.310567,0.0
2,2,2.2580602,0.15625
2,2,2.2897336,0.1875
2,2,2.328997,0.0625
2,2,2.263056,0.21875
2,2,2.3252642,0.0625
2,2,2.2898622,0.15625
2,2,2.2721152,0.15625
2,2,2.2555084,0.0625
2,2,2.3065946,0.15625
2,2,2.2737384,0.15625
2,2,2.3051558,0.125
2,2,2.330966,0.03125
2,2,2.3278089,0.0625
2,2,2.2784798,0.09375
2,2,2.2477174,0.15625
2,2,2.2513618,0.15625
2,2,2.2824097,0.1875
2,2,2.3093038,0.09375
2,2,2.3122864,0.0625
2,2,2.2937012,0.09375
2,2,2.2993474,0.125
2,2,2.2921777,0.09375
2,2,2.283285,0.03125
2,2,2.2684588,0.1875
2,2,2.3149168,0.09375
2,2,2.2737784,0.0625
2,2,2.3045218,0.09375
2,2,2.2890964,0.15625
2,2,2.2432022,0.25
2,2,2.321987,0.125
2,2,2.3184545,0.125
2,2,2.3271785,0.0625
2,2,2.2830229,0.1875
2,2,2.2823188,0.15625
2,2,2.2468972,0.25
2,2,2.289287,0.125
2,2,2.2976305,0.1875
2,2,2.3150802,0.125
2,2,2.3148577,0.15625
2,2,2.3023665,0.125
2,2,2.2965648,0.125
2,2,2.28593,0.1875
2,2,2.2333562,0.1875
2,2,2.308663,0.21875
2,2,2.2902403,0.09375
2,2,2.3077142,0.15625
2,2,2.2851763,0.09375
2,2,2.2774446,0.21875
2,2,2.2973309,0.09375
2,2,2.2965038,0.0625
2,2,2.2724633,0.125
2,2,2.2557898,0.21875
2,2,2.2790968,0.125
2,2,2.2770078,0.25
2,2,2.3320572,0.0625
2,2,2.303194,0.09375
2,2,2.2904093,0.21875
2,2,2.2963345,0.125
2,2,2.308919,0.21875
2,2,2.3019218,0.15625
2,2,2.293415,0.1875
2,2,2.2441914,0.15625
2,2,2.2735093,0.1875
2,2,2.280997,0.09375
2,2,2.268035,0.125
2,2,2.274172,0.21875
2,2,2.2912736,0.1875
2,2,2.256508,0.0625
2,2,2.2778745,0.1875
2,2,2.328858,0.0
2,2,2.3044443,0.09375
2,2,2.2820873,0.09375
2,2,2.2934985,0.15625
2,2,2.2722747,0.21875
2,2,2.3326495,0.03125
2,2,2.324019,0.0625
2,2,2.3268425,0.09375
2,2,2.3128839,0.125
2,2,2.2731009,0.125
2,2,2.3716764,0.0
2,2,2.3078034,0.0625
2,2,2.2645886,0.15625
2,2,2.2689025,0.09375
2,2,2.3216453,0.0625
2,2,2.27891,0.1875
2,2,2.2898169,0.1875
2,2,2.301763,0.1875
2,2,2.2840853,0.1875
2,2,2.3010528,0.0625
2,2,2.248707,0.21875
2,2,2.291877,0.03125
2,2,2.2671254,0.09375
2,2,2.2717273,0.21875
2,2,2.2546954,0.25
2,2,2.2959583,0.09375
2,2,2.3013425,0.125
2,2,2.2873006,0.1875
2,2,2.2773042,0.21875
2,2,2.3294423,0.0625
2,2,2.262343,0.125
2,2,2.3119538,0.09375
2,2,2.290175,0.09375
2,2,2.3027694,0.125
2,2,2.2909534,0.15625
2,2,2.277908,0.0625
2,2,2.2585437,0.15625
2,2,2.3226748,0.0625
2,2,2.2989724,0.09375
2,2,2.2782757,0.15625
2,2,2.3205068,0.0625
2,2,2.2920573,0.09375
2,2,2.2650895,0.1875
2,2,2.2962682,0.21875
2,2,2.2759655,0.09375
2,2,2.294875,0.125
2,2,2.3074138,0.15625
2,2,2.263916,0.15625
2,2,2.290069,0.09375
2,2,2.2875028,0.15625
2,2,2.297698,0.125
2,2,2.273477,0.15625
2,2,2.311798,0.125
2,2,2.2724893,0.125
2,2,2.3128948,0.0625
2,2,2.3536162,0.03125
2,2,2.306295,0.09375
2,2,2.3127437,0.0625
2,2,2.3028033,0.0625
2,2,2.2970371,0.15625
2,2,2.277407,0.09375
2,2,2.2794638,0.15625
2,2,2.2920244,0.09375
2,2,2.282963,0.125
2,2,2.2798896,0.09375
2,2,2.293271,0.0625
2,2,2.2923472,0.09375
2,2,2.2858138,0.125
2,2,2.2498174,0.21875
2,2,2.2725182,0.03125
2,2,2.280412,0.09375
2,2,2.2808158,0.15625
2,2,2.320031,0.0625
2,2,2.296916,0.0625
2,2,2.2638037,0.15625
2,2,2.2794406,0.09375
2,2,2.2488203,0.1875
2,2,2.282736,0.1875
2,2,2.3002195,0.15625
2,2,2.2760177,0.21875
2,2,2.2929158,0.25
2,2,2.3050272,0.125
2,2,2.348787,0.0625
2,2,2.3338883,0.09375
2,2,2.2869592,0.09375
2,2,2.3078594,0.15625
2,2,2.2881498,0.125
2,2,2.3321886,0.0
2,2,2.2598517,0.21875
2,2,2.288402,0.09375
2,2,2.2649472,0.1875
2,2,2.2550657,0.25
2,2,2.3005261,0.21875
2,2,2.262781,0.25
2,2,2.2458332,0.21875
2,2,2.254148,0.25
2,2,2.274102,0.125
2,2,2.3123186,0.125
2,2,2.3050613,0.125
2,2,2.2968268,0.1875
2,2,2.2285776,0.21875
2,2,2.2803023,0.15625
2,2,2.2500408,0.25
2,2,2.2987015,0.15625
2,2,2.288925,0.1875
2,2,2.3022406,0.0625
2,2,2.3140316,0.125
2,2,2.325716,0.0625
2,2,2.3613079,0.03125
2,2,2.2726166,0.15625
2,2,2.2952914,0.0625
2,2,2.3307793,0.09375
2,2,2.2767954,0.15625
2,2,2.2515788,0.21875
2,2,2.2381983,0.25
2,2,2.2283537,0.21875
2,2,2.2962768,0.0625
2,2,2.253346,0.21875
2,2,2.3053415,0.09375
2,2,2.3311815,0.125
2,2,2.289185,0.125
2,2,2.3026018,0.09375
2,2,2.240216,0.15625
2,2,2.2760482,0.15625
2,2,2.2806482,0.03125
2,2,2.2372081,0.125
2,2,2.267999,0.21875
2,2,2.2438977,0.0625
2,2,2.253608,0.21875
2,2,2.3089259,0.09375
2,2,2.2476215,0.125
2,2,2.2999537,0.09375
2,2,2.313923,0.0625
2,2,2.296643,0.09375
2,2,2.246533,0.1875
2,2,2.3295107,0.1875
2,2,2.2545137,0.21875
2,2,2.234239,0.25
2,2,2.2811968,0.09375
2,2,2.2892196,0.03125
2,2,2.2694607,0.15625
2,2,2.216453,0.21875
2,2,2.2600048,0.1875
2,2,2.266966,0.125
2,2,2.3293018,0.125
2,2,2.356005,0.0625
2,2,2.2365716,0.09375
2,2,2.2565155,0.1875
2,2,2.246449,0.25
2,2,2.224752,0.15625
2,2,2.3393638,0.125
2,2,2.281469,0.125
2,2,2.2974486,0.09375
2,2,2.3691258,0.1875
2,2,2.2532125,0.1875
2,2,2.3362334,0.03125
2,2,2.287898,0.09375
2,2,2.2995505,0.125
2,2,2.27199,0.15625
2,2,2.28565,0.15625
2,2,2.3279488,0.125
2,2,2.255889,0.125
2,2,2.293451,0.0625
2,2,2.320424,0.03125
2,2,2.2743547,0.15625
2,2,2.268239,0.15625
2,2,2.2402864,0.125
2,2,2.3224332,0.125
2,2,2.3020263,0.125
2,2,2.3076642,0.0625
2,2,2.23191,0.21875
2,2,2.3267555,0.0625
2,2,2.2919452,0.1875
2,2,2.277333,0.21875
2,2,2.3070521,0.0625
2,2,2.283482,0.15625
2,2,2.2520523,0.21875
2,2,2.2152946,0.21875
2,2,2.3032112,0.125
2,2,2.2722516,0.09375
2,2,2.2811348,0.1875
2,2,2.25176,0.3125
2,2,2.2604735,0.125
2,2,2.371459,0.0625
2,2,2.2651315,0.125
2,2,2.2832386,0.15625
2,2,2.2464514,0.125
2,2,2.210375,0.25
2,2,2.2201962,0.21875
2,2,2.237419,0.125
2,2,2.271653,0.125
2,2,2.1920328,0.21875
2,2,2.275988,0.09375
2,2,2.367355,0.0625
2,2,2.2821932,0.125
2,2,2.1954384,0.25
2,2,2.4091966,0.0625
2,2,2.3238363,0.09375
2,2,2.346867,0.03125
2,2,2.2959697,0.15625
2,2,2.3022258,0.0625
2,2,2.2250257,0.1875
2,2,2.2252262,0.25
2,2,2.2754853,0.09375
2,2,2.2460532,0.125
2,2,2.2873652,0.09375
2,2,2.3030589,0.0625
2,2,2.3108528,0.125
2,2,2.3010113,0.09375
2,2,2.2230692,0.1875
2,2,2.2676988,0.0625
2,2,2.2679157,0.21875
2,2,2.2527885,0.1875
2,2,2.406689,0.03125
2,2,2.2742045,0.0625
2,2,2.2156684,0.21875
2,2,2.271221,0.25
2,2,2.2808032,0.09375
2,2,2.301804,0.1875
2,2,2.237554,0.15625
2,2,2.268145,0.125
2,2,2.2753496,0.21875
2,2,2.2764382,0.03125
2,2,2.3247478,0.21875
2,2,2.2393782,0.1875
2,2,2.3227324,0.125
2,2,2.3175316,0.09375
2,2,2.2579596,0.15625
2,2,2.342097,0.043478260869565216
3,3,2.2628567,0.09375
3,3,2.2930949,0.125
3,3,2.238408,0.125
3,3,2.3116343,0.09375
3,3,2.3191996,0.09375
3,3,2.2537837,0.125
3,3,2.22735,0.21875
3,3,2.3042915,0.09375
3,3,2.3066254,0.125
3,3,2.2937708,0.21875
3,3,2.2654588,0.21875
3,3,2.2096913,0.28125
3,3,2.221794,0.125
3,3,2.2444646,0.21875
3,3,2.3412719,0.09375
3,3,2.2992692,0.0625
3,3,2.2485733,0.1875
3,3,2.249022,0.1875
3,3,2.32119,0.09375
3,3,2.2655165,0.15625
3,3,2.22501,0.125
3,3,2.2622998,0.25
3,3,2.248009,0.15625
3,3,2.3055475,0.09375
3,3,2.2569404,0.1875
3,3,2.282971,0.0625
3,3,2.3356216,0.1875
3,3,2.2565737,0.15625
3,3,2.2843585,0.1875
3,3,2.264362,0.25
3,3,2.2597122,0.28125
3,3,2.344043,0.1875
3,3,2.2869875,0.125
3,3,2.310834,0.0
3,3,2.2624717,0.125
3,3,2.2613282,0.125
3,3,2.2596753,0.09375
3,3,2.257191,0.25
3,3,2.2890818,0.125
3,3,2.2881846,0.09375
3,3,2.2738404,0.09375
3,3,2.280995,0.1875
3,3,2.2717195,0.15625
3,3,2.1978178,0.21875
3,3,2.302637,0.0625
3,3,2.279548,0.125
3,3,2.2896461,0.125
3,3,2.2364836,0.1875
3,3,2.285781,0.09375
3,3,2.298779,0.09375
3,3,2.2598588,0.1875
3,3,2.2644768,0.15625
3,3,2.236975,0.1875
3,3,2.3153782,0.09375
3,3,2.2375495,0.15625
3,3,2.2595935,0.125
3,3,2.251748,0.15625
3,3,2.3130386,0.09375
3,3,2.238249,0.1875
3,3,2.3097348,0.09375
3,3,2.3436885,0.0625
3,3,2.3466275,0.125
3,3,2.2927456,0.125
3,3,2.3283372,0.09375
3,3,2.3256297,0.0625
3,3,2.23752,0.21875
3,3,2.4298007,0.03125
3,3,2.20477,0.1875
3,3,2.2101548,0.25
3,3,2.2812045,0.0625
3,3,2.2730439,0.1875
3,3,2.2314765,0.15625
