epoch,test_loss,test_accuracy,test_precision,test_recall,test_f1-score
1.0,2.298743486404419,0.12342449464922711,0.0356656439554239,0.10535786531317812,0.04939755756352315
2.0,2.3258416652679443,0.10820451843043995,0.058900624331105766,0.11937019566736548,0.05171591689594017
3.0,2.3083889484405518,0.10202140309155767,0.14668599579415895,0.10267169059375683,0.055218890117488297
4.0,2.298948287963867,0.1248513674197384,0.06361900013844943,0.12185754791017948,0.07552861108122536
5.0,2.2836995124816895,0.15053507728894175,0.09066052207791515,0.1364249990858178,0.07458619933265753
6.0,2.165126323699951,0.20309155766944115,0.12605991825403573,0.19049553665311175,0.12655472745660915
7.0,1.7782801389694214,0.296551724137931,0.28516748099128153,0.28713866015934986,0.23094365239826944
8.0,1.2863101959228516,0.49892984542211655,0.5540394894456665,0.4897091638709531,0.4566107635291032
9.0,1.1115336418151855,0.5619500594530321,0.6080320628477297,0.5611310636870387,0.5473962319120733
10.0,0.7430884838104248,0.7208085612366231,0.7231765608969718,0.7250397457204675,0.7191464683912981
11.0,0.6744672656059265,0.7538644470868014,0.7553877603708898,0.7566198198517003,0.7526230330985679
12.0,0.6269992589950562,0.7728894173602854,0.7763112846474438,0.7729549793550448,0.7708412051769621
13.0,0.5037104487419128,0.8175980975029726,0.8169855374102337,0.8154690006002451,0.8151372991510477
14.0,0.6888445615768433,0.7505350772889418,0.7624021153058494,0.7501688070060626,0.7460156178123878
15.0,0.4710167348384857,0.8294887039239002,0.8317645459567375,0.8257579550614664,0.8270109595457618
16.0,0.6275800466537476,0.7721759809750297,0.7808916299289865,0.7721107039588258,0.7705558685951249
17.0,0.4113621413707733,0.8423305588585018,0.8445520617836733,0.8386775152263211,0.8401126558122615
18.0,0.5054662227630615,0.8137931034482758,0.8193753050173436,0.8144386222037856,0.8113344729295164
19.0,0.3692554235458374,0.8623067776456599,0.8619606302982223,0.8600789753539837,0.859745058130726
20.0,0.41112032532691956,0.8520808561236624,0.8550128781414802,0.8494972847782216,0.8503548757847387
21.0,0.3528118431568146,0.8680142687277052,0.8679338303693646,0.8652224823886037,0.8658514318325656
22.0,0.37354880571365356,0.8573127229488704,0.8620842801850006,0.8549169560437451,0.8558959808747609
23.0,0.42341965436935425,0.8444708680142687,0.8478745921591129,0.8466954389189455,0.8435796829011537
24.0,0.4237760603427887,0.8513674197384067,0.8519624396283293,0.8518374911940858,0.849251486105189
25.0,0.3041573762893677,0.8851367419738406,0.8859514793506585,0.8830551433595175,0.8839970577690517
26.0,0.35478946566581726,0.8651605231866826,0.8664428932650698,0.8657299061543083,0.863939242298413
27.0,0.31610143184661865,0.8853745541022592,0.8858994155374773,0.8830070809105355,0.8834155625495155
28.0,0.291614830493927,0.8946492271105826,0.8944646165132328,0.8937784659129331,0.893504859945536
29.0,0.358577162027359,0.8665873959571938,0.8668650249781932,0.8701159009141751,0.8663650754100031
30.0,0.3325221836566925,0.8749108204518431,0.8759435067778455,0.8758499651767409,0.8732628131962541
31.0,0.2997767925262451,0.89179548156956,0.8898515152646148,0.8904652291019625,0.8893133911531088
32.0,0.35527530312538147,0.8782401902497028,0.8782807711351334,0.8785690336424532,0.8767137512589571
33.0,0.30494093894958496,0.8908442330558859,0.8911471748915796,0.8897754430046781,0.8898382315727849
34.0,0.3101906180381775,0.8872770511296076,0.8867494625252534,0.8872649265580964,0.8860063660671347
35.0,0.3462824523448944,0.8768133174791914,0.8778937074168306,0.8797876343697311,0.876807218808748
36.0,0.36858415603637695,0.8715814506539834,0.870666380409115,0.8752163586763126,0.8708239253110837
37.0,0.323703795671463,0.8801426872770511,0.8809809856813674,0.8813768618901519,0.8798670310705008
38.0,0.2839484214782715,0.8970273483947682,0.8967996129718141,0.8972405557032147,0.896393750337664
