epoch,test_loss,test_accuracy,test_precision,test_recall,test_f1-score
1.0,2.3066904544830322,0.10264635124298316,0.010264635124298316,0.1,0.01861818181818182
2.0,2.3087122440338135,0.10264635124298316,0.010264635124298316,0.1,0.01861818181818182
3.0,2.3090245723724365,0.10264635124298316,0.010264635124298316,0.1,0.01861818181818182
4.0,2.311131715774536,0.10264635124298316,0.010264635124298316,0.1,0.01861818181818182
5.0,2.308405876159668,0.10264635124298316,0.010264635124298316,0.1,0.01861818181818182
6.0,2.3084635734558105,0.10264635124298316,0.010264635124298316,0.1,0.01861818181818182
7.0,2.308155059814453,0.0884121892542101,0.013513468820796057,0.08716264204545454,0.02105691056910569
8.0,2.3064682483673096,0.08861267040898156,0.0169051800472255,0.09302201704545454,0.028390113560454244
9.0,2.3030107021331787,0.09021651964715317,0.017591385397517405,0.0957287720959596,0.029559717348166807
10.0,2.301255941390991,0.09703287890938252,0.04009373019100039,0.10583678142893907,0.03887876189065013
11.0,2.29909610748291,0.1008420208500401,0.03983732592528171,0.11082658496847637,0.042548164086477824
12.0,2.2748420238494873,0.1090617481956696,0.07171911330270579,0.11861897938994055,0.05127317893170004
13.0,2.266061305999756,0.12309542902967122,0.13629304956581473,0.1256680596082102,0.09682036183751684
14.0,2.2635743618011475,0.1152766639935846,0.12801232892684677,0.1185955809472127,0.0846908511189091
15.0,2.2047505378723145,0.154971932638332,0.12671851365505502,0.15630304543033446,0.10448985967115465
16.0,1.7443677186965942,0.33279871692060947,0.3586724725279172,0.3244940170089389,0.2956292212255896
17.0,1.506697654724121,0.41960705693664796,0.4371661541803816,0.43314643028920957,0.4038503359788124
18.0,1.1836491823196411,0.5605453087409783,0.6025645556186039,0.5740678752473677,0.5615805754923435
19.0,0.7797233462333679,0.7343624699278268,0.7364443968150503,0.7425059609213636,0.7277320919466753
20.0,0.5943869352340698,0.7812750601443464,0.7902556160130884,0.7838699501885328,0.7799684269811622
21.0,0.5092254877090454,0.8197674418604651,0.821577252494729,0.8230334535852408,0.8163741959108579
22.0,0.4298632740974426,0.843223736968725,0.8427671144696397,0.8442848198728043,0.8417977304023936
