batch,train_loss,train_accuracy
1.0,2.307337760925293,0.11881118388618916
2.0,2.307035446166992,0.11845904641171913
3.0,2.3051538467407227,0.11782519895767307
4.0,2.3044519424438477,0.11881118388618916
5.0,2.2995107173919678,0.12923445313050214
6.0,2.260146379470825,0.15296851890978239
7.0,1.9777812957763672,0.23445313050214803
8.0,1.541131615638733,0.41009930276780054
9.0,1.097344160079956,0.5980702866399042
10.0,0.8084558248519897,0.7115994084090429
11.0,0.6475310325622559,0.7668145644059441
12.0,0.5440117120742798,0.8030142967814635
13.0,0.5010967254638672,0.8151278259032326
14.0,0.4485560357570648,0.8367490668356926
15.0,0.410648375749588,0.850693710824706
16.0,0.3892532289028168,0.8555532079723924
17.0,0.3611302971839905,0.8695682794562998
18.0,0.34205231070518494,0.8767518839354884
19.0,0.31994494795799255,0.8806253961546587
20.0,0.306595116853714,0.8880907106134235
21.0,0.29247021675109863,0.8952038875977182
22.0,0.27107590436935425,0.9019649271075428
23.0,0.2621663212776184,0.9047115994084091
24.0,0.26207372546195984,0.904289034439045
25.0,0.24477675557136536,0.9122473413620678
26.0,0.2341613471508026,0.9156982886118741
27.0,0.2225768119096756,0.9199943658004085
28.0,0.2204269915819168,0.9204873582646665
29.0,0.2121778279542923,0.924642580463413
30.0,0.20692674815654755,0.9271779702795971
31.0,0.1966187208890915,0.9310514824987676
32.0,0.19620119035243988,0.9310514824987676
33.0,0.18916507065296173,0.9316853299528136
34.0,0.17797188460826874,0.935629269666878
35.0,0.17451679706573486,0.9379533769983802
36.0,0.1731816530227661,0.9392210719064723
37.0,0.16678330302238464,0.9412634692583984
38.0,0.15923409163951874,0.9449256989928868
39.0,0.15701214969158173,0.9435875765899007
40.0,0.15305887162685394,0.9457004014367208
41.0,0.15259775519371033,0.946263821395873
42.0,0.13881266117095947,0.9529544334108035
43.0,0.142823725938797,0.9487287837171632
44.0,0.13541734218597412,0.9520388759771815
45.0,0.1356155425310135,0.9523205859567575
46.0,0.1280711442232132,0.95710965560955
47.0,0.13078108429908752,0.9549264032678357
48.0,0.12224040925502777,0.9561940981759279
49.0,0.12629495561122894,0.957743503063596
50.0,0.11889636516571045,0.9568983731248679
51.0,0.11788489669561386,0.9596450454257343
52.0,0.12186215072870255,0.9557715332065638
53.0,0.1139407828450203,0.9603493203746742
54.0,0.10717117041349411,0.9614761602929783
55.0,0.10571359843015671,0.9634481301500105
56.0,0.10326895862817764,0.9638002676244806
57.0,0.10296015441417694,0.9629551376857525
58.0,0.10343298316001892,0.9646453975632087
59.0,0.09642932564020157,0.968166772307909
60.0,0.09927824884653091,0.9654905275019368
61.0,0.09531651437282562,0.9662652299457708
62.0,0.0905071571469307,0.967955489823227
63.0,0.08852318674325943,0.9709134446087753
64.0,0.08674284815788269,0.9702795971547292
65.0,0.08938784152269363,0.968448482287485
66.0,0.08247794955968857,0.9710542995985633
67.0,0.08379948884248734,0.9714064370730333
68.0,0.08022435754537582,0.9726037044862315
69.0,0.07952495664358139,0.9733784069300655
70.0,0.07720005512237549,0.9727445594760195
71.0,0.07358114421367645,0.9730966969504895
72.0,0.07112031430006027,0.9770406366645539
73.0,0.07167195528745651,0.9763363617156138
74.0,0.0739947110414505,0.9732375519402775
75.0,0.07434013485908508,0.9730966969504895
76.0,0.06985542178153992,0.9762659342207197
77.0,0.06642993539571762,0.978167476582858
78.0,0.0692039355635643,0.9764067892105078
79.0,0.06502881646156311,0.9776040566237059
80.0,0.06811348348855972,0.9768997816747659
81.0,0.06668192148208618,0.9766180716951898
82.0,0.06577327847480774,0.97837875906754
83.0,0.06138528510928154,0.9802803014296781
84.0,0.06312275677919388,0.9780970490879639
85.0,0.06390200555324554,0.978942179026692
86.0,0.06651902943849564,0.97802662159307
87.0,0.06407632678747177,0.979576026480738
88.0,0.059922076761722565,0.9809141488837242
89.0,0.059092823415994644,0.9799281639552081
90.0,0.06027643382549286,0.9805620114092541
91.0,0.056300751864910126,0.9823931262764983
92.0,0.061939746141433716,0.9791534615113741
93.0,0.05992764234542847,0.9797873089654201
94.0,0.05822732299566269,0.9809845763786182
95.0,0.06056281179189682,0.9801394464398901
96.0,0.06140248104929924,0.9788717515317981
97.0,0.05735228955745697,0.9806324389041482
98.0,0.058698687702417374,0.9795055989858441
99.0,0.05937298759818077,0.9814071413479822
100.0,0.060155145823955536,0.9812662863581942
