epoch,test_loss,test_accuracy,test_precision,test_recall,test_f1-score
1.0,2.3777928352355957,0.11248513674197384,0.05341706405704124,0.10805655149054956,0.03765572746821055
2.0,1.980594515800476,0.2699167657550535,0.29298983613683804,0.2611818417138181,0.2320793175598527
3.0,1.1439327001571655,0.5774078478002378,0.6346031291662283,0.5808498563461806,0.557876214114241
4.0,0.6862743496894836,0.7583828775267538,0.7778873811924051,0.7528050446383863,0.7540841981605884
5.0,1.0434117317199707,0.6665873959571939,0.7026325918695377,0.6782854379306816,0.6581177379081573
6.0,0.518040657043457,0.8042806183115339,0.8036424338195107,0.807203255441711,0.8007174933073449
7.0,0.5388357639312744,0.8107015457788347,0.8185078810303867,0.8172960181822202,0.8094025610408819
8.0,0.6699829697608948,0.7638525564803805,0.778477445742814,0.7657965608554761,0.7588099640492014
9.0,0.5417495965957642,0.809512485136742,0.8275649113147203,0.8043811533401154,0.8047556257269214
10.0,0.4603700339794159,0.8349583828775268,0.846974695803279,0.8382555038259568,0.8339888768316015
11.0,0.43869128823280334,0.8444708680142687,0.8514072125287633,0.8404190910132986,0.8377467324830781
12.0,0.31651005148887634,0.8884661117717003,0.8909492560655231,0.8894167426718951,0.8872939035481536
13.0,0.4725702404975891,0.8199762187871581,0.8250169057078305,0.8217932833180571,0.8182067412044528
14.0,0.3336997330188751,0.8699167657550535,0.8731042364651775,0.873526880179328,0.8704214645408955
15.0,0.3345675468444824,0.8846611177170036,0.8901973384575352,0.8818908891523176,0.8844014319826707
16.0,0.2668457329273224,0.8972651605231867,0.8952456660893227,0.8982163546685108,0.8959934377197071
17.0,0.3486187160015106,0.8775267538644471,0.8807856899658273,0.8823886077062422,0.8763225784187598
18.0,0.2997353672981262,0.8908442330558859,0.8891913663620208,0.8929740389944849,0.888956328656852
19.0,0.23466329276561737,0.9200951248513675,0.9203930936774884,0.9190623898621049,0.9193026082641994
20.0,0.3280402719974518,0.882282996432818,0.8817794128055214,0.8855645408618292,0.8816062126904084
21.0,0.2982640266418457,0.8989298454221165,0.9004559774477949,0.8985519316875203,0.8974827783363033
22.0,0.28776293992996216,0.8946492271105826,0.8952041417855068,0.89539492549923,0.8941556806539503
