batch,train_loss,train_accuracy
1.0,2.297471761703491,0.12472709345728572
2.0,2.287966012954712,0.13444608775265865
3.0,2.2500650882720947,0.15987041340939503
4.0,1.7801387310028076,0.35777167406155364
5.0,0.6768782138824463,0.7523065004577787
6.0,0.44710591435432434,0.8397774491161349
7.0,0.3571137487888336,0.872244524262272
8.0,0.30497005581855774,0.8913303753785478
9.0,0.255484938621521,0.9079512641735333
10.0,0.22223223745822906,0.9197126558208325
11.0,0.2198614627122879,0.9213324882033946
12.0,0.1948290318250656,0.9306993450242975
13.0,0.19184470176696777,0.9328825973660116
14.0,0.17029909789562225,0.9409817592788224
15.0,0.16069504618644714,0.9411226142686104
16.0,0.1557481437921524,0.9440101415592648
17.0,0.14406974613666534,0.9483062187477992
18.0,0.13242530822753906,0.9524614409465455
19.0,0.12913164496421814,0.9540812733291076
20.0,0.1275981366634369,0.9564758081555039
21.0,0.12199091166257858,0.9562645256708219
22.0,0.11213867366313934,0.9584477780125361
23.0,0.10711248964071274,0.9619691527572364
24.0,0.10519374161958694,0.9626030002112825
25.0,0.10460150986909866,0.9626734277061765
26.0,0.09818197041749954,0.9655609549968308
27.0,0.09370608627796173,0.9664060849355588
28.0,0.09234125912189484,0.9652792450172547
29.0,0.08273731172084808,0.9702091696598352
30.0,0.08156110346317291,0.9705613071343052
31.0,0.07928241789340973,0.9710542995985633
32.0,0.07313912361860275,0.9739418268892176
33.0,0.07330738753080368,0.9728149869709134
34.0,0.06702886521816254,0.9757025142615677
35.0,0.06918621808290482,0.977885766603282
36.0,0.06728560477495193,0.9759842242411437
37.0,0.057129573076963425,0.9807028663990421
38.0,0.0596366822719574,0.9773927741390239
39.0,0.05783311277627945,0.9793647439960561
40.0,0.05495953932404518,0.9804211564194661
41.0,0.05018224939703941,0.9814775688428763
42.0,0.05226539820432663,0.9819705613071343
43.0,0.047158267349004745,0.9828156912458624
44.0,0.04710771515965462,0.9819001338122403
45.0,0.044873349368572235,0.9843650961335305
46.0,0.044172219932079315,0.9838016761743785
47.0,0.04112224653363228,0.9855623635467287
48.0,0.04193202033638954,0.9845763786182126
49.0,0.04121978580951691,0.9856327910416226
50.0,0.03455860912799835,0.9871821959292908
51.0,0.03736654669046402,0.9871117684343967
52.0,0.03136012703180313,0.9885907458271709
53.0,0.03342666104435921,0.9879568983731248
54.0,0.02980390377342701,0.9898584407352631
55.0,0.02816709689795971,0.9901401507148391
56.0,0.025795679539442062,0.9908444256637792
57.0,0.028555501252412796,0.989928868230157
58.0,0.024048831313848495,0.9917599830974012
59.0,0.020078223198652267,0.9933093879850694
60.0,0.018661966547369957,0.9926755405310234
61.0,0.022178178653120995,0.9926755405310234
62.0,0.02143566496670246,0.9933093879850694
63.0,0.01797717995941639,0.9933093879850694
64.0,0.01715143769979477,0.9938023804493274
65.0,0.01840624026954174,0.9933093879850694
66.0,0.016269810497760773,0.9940136629340094
67.0,0.012262413278222084,0.9957743503063596
68.0,0.013597932644188404,0.9948587928727375
69.0,0.013426627963781357,0.9953517853369955
70.0,0.013525879010558128,0.9946475103880555
71.0,0.013245265930891037,0.9956334953165716
72.0,0.012094604782760143,0.9964081977604057
73.0,0.008996916003525257,0.9966194802450877
74.0,0.010849645361304283,0.9962673427706177
75.0,0.00894983485341072,0.9969716177195577
76.0,0.010881018824875355,0.9964786252552996
77.0,0.008580109104514122,0.9974646101838157
78.0,0.008991487324237823,0.9969716177195577
79.0,0.008971231058239937,0.9966899077399817
80.0,0.007010803557932377,0.9973237551940277
81.0,0.005178126040846109,0.9985210226072259
82.0,0.006285764276981354,0.9980280301429678
83.0,0.0049174088053405285,0.9984505951123318
84.0,0.007359666749835014,0.9978167476582858
85.0,0.005990567151457071,0.9983097401225438
86.0,0.005508230067789555,0.9985210226072259
87.0,0.005397595930844545,0.9982393126276499
88.0,0.00494861276820302,0.9982393126276499
89.0,0.00454393494874239,0.9983801676174379
90.0,0.004508604761213064,0.9985914501021199
91.0,0.004408395849168301,0.9983801676174379
92.0,0.005077716428786516,0.9983097401225438
93.0,0.00464084604755044,0.9983097401225438
94.0,0.004327481612563133,0.9985914501021199
95.0,0.0042985002510249615,0.9983801676174379
96.0,0.004923821892589331,0.9985210226072259
97.0,0.0038982839323580265,0.9984505951123318
98.0,0.00394041882827878,0.9989435875765899
99.0,0.004187367390841246,0.9985914501021199
100.0,0.004116483964025974,0.9984505951123318
