epoch,test_loss,test_accuracy,test_precision,test_recall,test_f1-score
1.0,2.3005425930023193,0.10273483947681332,0.010278372591006424,0.1,0.018640776699029128
2.0,2.2843334674835205,0.11414982164090369,0.1533407161533123,0.1113962637154315,0.05632849039367262
3.0,2.2456767559051514,0.15077288941736028,0.1965530502073704,0.14274380355282884,0.10379394841395437
4.0,0.9521363973617554,0.6349583828775267,0.6589929304216796,0.6414550123431242,0.6283057502763147
5.0,0.506753146648407,0.8192627824019025,0.8289865978148259,0.812949572540506,0.8157204127084391
6.0,0.5912925601005554,0.8128418549346017,0.8165890723303739,0.8204208792002978,0.8096958751401202
7.0,0.5983090400695801,0.800475624256837,0.8077321932212925,0.8056987312453666,0.7981987029652725
8.0,0.3868275284767151,0.8758620689655172,0.8781138448763549,0.8735582779443346,0.8744386800909932
9.0,0.42194586992263794,0.8539833531510107,0.8538628135117425,0.8540756797301567,0.8514602849472362
10.0,0.38305842876434326,0.8713436385255648,0.8697824335998723,0.8713859755667672,0.8683513473323143
11.0,0.35297638177871704,0.882282996432818,0.8886274405474186,0.8803412625417095,0.8809207395767917
12.0,0.3562796711921692,0.8780023781212842,0.8799641502618721,0.8780122948785349,0.8762129056511021
13.0,0.34203383326530457,0.8882282996432818,0.8920988609601869,0.8882807735004755,0.8880385456894577
14.0,0.28778406977653503,0.8998810939357907,0.9004964739606243,0.8993362654284297,0.8985732663142034
15.0,0.3672710359096527,0.864922711058264,0.8662627259534927,0.8662224328011183,0.8631586408014738
16.0,0.4206829369068146,0.8670630202140309,0.8687223949584286,0.8721378338337645,0.8657378982491565
17.0,0.287916362285614,0.9024970273483948,0.9002271407789216,0.9051780625177391,0.9014458555210508
18.0,0.3854013979434967,0.8967895362663496,0.8996350709156298,0.8945119057366565,0.895860983907769
19.0,0.27871543169021606,0.9067776456599287,0.9074765722929371,0.9050343378273018,0.9053804031412795
20.0,0.37779873609542847,0.8906064209274673,0.8922382692787323,0.8911573675505162,0.8894320724400956
21.0,0.32662299275398254,0.8936979785969085,0.8922802608965952,0.8945439724050083,0.8914976540161292
22.0,0.35261812806129456,0.8872770511296076,0.8861801225632477,0.8865380587490963,0.8852020522403438
23.0,0.2908582389354706,0.9017835909631391,0.8983449418085983,0.902694988626479,0.899641048421042
24.0,0.2905077040195465,0.9053507728894173,0.9068612676397867,0.9036343023412842,0.9039730427100066
25.0,0.3188668489456177,0.901307966706302,0.898815840235226,0.9017505560861956,0.8987078625195558
26.0,0.34958770871162415,0.8853745541022592,0.8850102135570698,0.8869630797874599,0.8838131686421022
27.0,0.2792781591415405,0.9098692033293698,0.910828330872835,0.9098878992309147,0.9097159374403718
28.0,0.3669513463973999,0.8894173602853745,0.8888056090112949,0.8895231515960977,0.8857694623378446
29.0,0.2846147119998932,0.9101070154577884,0.9092007243125362,0.9112888949556751,0.9089001467906179
30.0,0.3230552673339844,0.9005945303210464,0.9024995348216966,0.899596769934341,0.900306010477397
31.0,0.34553319215774536,0.903448275862069,0.9032698910726967,0.9037397164979106,0.9024216180802315
32.0,0.2737549841403961,0.9162901307966707,0.9174723457314053,0.9155320370706356,0.9160403764225471
33.0,0.3708149194717407,0.8882282996432818,0.8843228799727635,0.8912774515682453,0.8853310159770083
34.0,0.31341516971588135,0.9165279429250892,0.9169858581943453,0.9164275612815196,0.9162032503599224
35.0,0.33668187260627747,0.8910820451843044,0.8890359565203555,0.8938489852444084,0.889007189367074
36.0,0.3167090117931366,0.8989298454221165,0.8970940385053299,0.8991248234071785,0.8972508171202189
37.0,0.3069457709789276,0.9172413793103448,0.9164806200709241,0.9157651214148317,0.9156595703204632
38.0,0.3073383569717407,0.9089179548156956,0.9075688502822248,0.9101327388934435,0.9084322914438528
39.0,0.37087076902389526,0.9032104637336504,0.9032096345846063,0.9018757291112729,0.901460925129791
40.0,0.36897900700569153,0.8963139120095125,0.8960247553195385,0.8957738409706802,0.8942921881742636
41.0,0.35351279377937317,0.8998810939357907,0.8978346523249501,0.9021004472489155,0.8982678802442022
42.0,0.3831930458545685,0.9036860879904876,0.9002930310707548,0.9058749431611413,0.9017602059517655
43.0,0.36966830492019653,0.9043995243757431,0.9058910116641853,0.9013820961911048,0.9018041933410481
44.0,0.30839803814888,0.9246135552913198,0.926276329411667,0.9227172738783629,0.9240810514939861
45.0,0.4245108962059021,0.8896551724137931,0.8901352316483093,0.8909794390229464,0.8860965415200297
46.0,0.35117700695991516,0.9231866825208086,0.922769753394242,0.9229619426286438,0.9224461459004141
47.0,0.405914306640625,0.900832342449465,0.899062816228626,0.9007767231897594,0.8985655399564305
48.0,0.32972902059555054,0.9093935790725327,0.909327795098131,0.9089434339993201,0.9086125692807956
49.0,0.3658737540245056,0.9046373365041617,0.9028262576377454,0.9058511381408033,0.9034305531026929
50.0,0.34540000557899475,0.9065398335315101,0.9073572886129379,0.9052349266078791,0.9060478724317276
51.0,0.3067181408405304,0.9103448275862069,0.9091229077893473,0.9106394671957702,0.9092053593985774
52.0,0.4103984832763672,0.9046373365041617,0.9049731623542645,0.9026481370000445,0.9026923834177261
53.0,0.38320648670196533,0.9051129607609988,0.9033897411303471,0.9058236864712228,0.9032464521517163
54.0,0.349321186542511,0.9136741973840666,0.9109448820929261,0.914909893617927,0.9119684777063448
55.0,0.39447078108787537,0.8972651605231867,0.8959464847995531,0.8983513031975903,0.8963123893991263
56.0,0.4157752990722656,0.9032104637336504,0.9032003992772047,0.902043332770497,0.9015196551878543
57.0,0.3946799635887146,0.9067776456599287,0.9062422297273864,0.9067140651110513,0.9058166076015196
58.0,0.38635697960853577,0.9122473246135553,0.9105000062151886,0.9132738459512154,0.9111131874281746
59.0,0.3914102613925934,0.9124851367419738,0.9114346088696366,0.9117355490841487,0.9111336249250911
60.0,0.4407070279121399,0.9093935790725327,0.9070371098421791,0.9092578778354443,0.907761375902169
61.0,0.38153475522994995,0.9143876337693222,0.9123033205705464,0.9143741624368207,0.9127786407109889
62.0,0.4059528112411499,0.9151010701545779,0.9131613498925016,0.9155755999139352,0.9136179042483288
63.0,0.3785262107849121,0.9139120095124852,0.9124522833765971,0.9138796973969816,0.912919959246475
64.0,0.44924575090408325,0.9098692033293698,0.9072912608388254,0.9105540037714274,0.9084419804957348
65.0,0.3824883997440338,0.9120095124851367,0.9124929283604215,0.9109747671091061,0.911123287842359
66.0,0.38891345262527466,0.9136741973840666,0.9115188974886725,0.913785125411466,0.9123240677320783
67.0,0.42660263180732727,0.9141498216409036,0.9129728201581783,0.9137149086102523,0.9129673929305098
68.0,0.4586436450481415,0.9143876337693222,0.9124197741221142,0.9144708362367753,0.912932004267567
69.0,0.46812209486961365,0.9093935790725327,0.9072098343119759,0.9096032729398876,0.9073473662492543
70.0,0.46123164892196655,0.9160523186682521,0.9141938114520874,0.916954397704132,0.9150897048149309
71.0,0.49458301067352295,0.9024970273483948,0.9006990173442961,0.9030199467893875,0.9010577396075277
72.0,0.4450474977493286,0.9117717003567182,0.9099723924175984,0.9115240126455616,0.9102248756756701
73.0,0.4896278381347656,0.912960760998811,0.9123873980324092,0.9135532861538215,0.912604988462841
74.0,0.4832134246826172,0.9127229488703924,0.9119977081737758,0.9128455317593035,0.9118397046563423
75.0,0.483713835477829,0.9160523186682521,0.915257318579495,0.9170753468945687,0.9156514877056121
